day,segment,stock_id,symbol,brief
10,D,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space drifted lower by -1.07% in the midday segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
10,D,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.01% in the midday segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
10,D,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by -0.15% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
10,D,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.24% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
10,C,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space drifted lower by -0.54% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
10,C,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space ended largely unchanged by 0.26% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
10,C,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by 0.41% in the closing segment and witnessed healthy participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
10,C,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by -0.24% in the closing segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
10,C,5,TCS,"TCS (TCS) from the IT space drifted lower by -0.87% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
10,C,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.05% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
10,C,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.22% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
10,C,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space corrected sharply by -8.13% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
10,C,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.19% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
10,C,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.09% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
10,C,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by -0.22% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
10,C,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space inched higher by 1.23% in the closing segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
10,C,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by 0.08% in the closing segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
10,C,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space drifted lower by -1.22% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
10,C,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.39% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
11,M,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by 0.32% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,M,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space inched higher by 0.89% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,M,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by -0.01% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,M,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by -0.47% in the morning segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
11,M,5,TCS,"TCS (TCS) from the IT space ended largely unchanged by -0.08% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,M,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by 0.13% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,M,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.12% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,M,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space rallied sharply by 10.98% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
11,M,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by 0.07% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
11,M,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.43% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
11,M,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by -0.10% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
11,M,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space ended largely unchanged by -0.17% in the morning segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
11,M,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by 0.09% in the morning segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
11,M,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by 0.43% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
11,M,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by -0.36% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
11,D,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by -0.01% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,D,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space ended largely unchanged by 0.09% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,D,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by -0.20% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,D,4,RELIANCE,"RELIANCE (Reliance) from the Energy space drifted lower by -0.74% in the midday segment and saw somewhat lighter activity, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
11,D,5,TCS,"TCS (TCS) from the IT space inched higher by 1.63% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,D,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by 0.44% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,D,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by 0.23% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,D,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space rallied sharply by 10.42% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
11,D,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.14% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
11,D,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.22% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
11,D,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.28% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
11,D,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space ended largely unchanged by -0.36% in the midday segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
11,D,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.27% in the midday segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
11,D,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by -0.16% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
11,D,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.18% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
11,C,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by 0.02% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,C,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space inched higher by 0.52% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,C,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by -0.46% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
11,C,4,RELIANCE,"RELIANCE (Reliance) from the Energy space drifted lower by -0.55% in the closing segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
11,C,5,TCS,"TCS (TCS) from the IT space ended largely unchanged by 0.11% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,C,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.06% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,C,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.06% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
11,C,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space corrected sharply by -13.38% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
11,C,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.28% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
11,C,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.18% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
11,C,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.23% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
11,C,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space inched higher by 0.79% in the closing segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
11,C,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by 0.13% in the closing segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
11,C,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space drifted lower by -1.44% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
11,C,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by -0.06% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
12,M,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by 0.01% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,M,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space inched higher by 1.30% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,M,3,SBIN,"SBIN (SBI) from the Banking space drifted lower by -0.59% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,M,4,RELIANCE,"RELIANCE (Reliance) from the Energy space drifted lower by -1.30% in the morning segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
12,M,5,TCS,"TCS (TCS) from the IT space inched higher by 0.88% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,M,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by 0.11% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,M,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by 0.46% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,M,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space rallied sharply by 5.39% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
12,M,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by 0.15% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
12,M,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.07% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
12,M,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.27% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
12,M,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space ended largely unchanged by 0.07% in the morning segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
12,M,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space drifted lower by -0.58% in the morning segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
12,M,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space drifted lower by -1.91% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
12,M,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.04% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
12,D,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by -0.25% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,D,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space ended largely unchanged by -0.26% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,D,3,SBIN,"SBIN (SBI) from the Banking space inched higher by 0.51% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,D,4,RELIANCE,"RELIANCE (Reliance) from the Energy space drifted lower by -0.61% in the midday segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
12,D,5,TCS,"TCS (TCS) from the IT space drifted lower by -0.83% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,D,6,INFY,"INFY (Infosys) from the IT space drifted lower by -0.51% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,D,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by 0.23% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,D,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space corrected sharply by -9.00% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
12,D,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.34% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
12,D,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.01% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
12,D,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by -0.01% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
12,D,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space inched higher by 1.59% in the midday segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
12,D,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.07% in the midday segment and saw somewhat lighter activity, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
12,D,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space drifted lower by -0.59% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
12,D,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.10% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
12,C,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by -0.09% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,C,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space ended largely unchanged by -0.22% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,C,3,SBIN,"SBIN (SBI) from the Banking space drifted lower by -0.59% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
12,C,4,RELIANCE,"RELIANCE (Reliance) from the Energy space drifted lower by -1.18% in the closing segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
12,C,5,TCS,"TCS (TCS) from the IT space ended largely unchanged by -0.25% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,C,6,INFY,"INFY (Infosys) from the IT space drifted lower by -0.55% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,C,7,WIPRO,"WIPRO (Wipro) from the IT space drifted lower by -0.50% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
12,C,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space inched higher by 0.62% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
12,C,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by 0.19% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
12,C,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.03% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
12,C,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.14% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
12,C,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space ended largely unchanged by -0.32% in the closing segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
12,C,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.03% in the closing segment and witnessed healthy participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
12,C,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by -0.48% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
12,C,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.11% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
13,M,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by -0.25% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
13,M,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space drifted lower by -1.18% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
13,M,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by -0.34% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
13,M,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by 0.33% in the morning segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
13,M,5,TCS,"TCS (TCS) from the IT space inched higher by 0.83% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
13,M,6,INFY,"INFY (Infosys) from the IT space inched higher by 0.61% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
13,M,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by 0.06% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
13,M,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space rallied sharply by 14.68% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
13,M,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by 0.02% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
13,M,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.04% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
13,M,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by -0.06% in the morning segment and witnessed healthy participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
13,M,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space inched higher by 0.52% in the morning segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
13,M,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by 0.12% in the morning segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
13,M,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space inched higher by 1.08% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
13,M,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by -0.23% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
13,D,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by 0.32% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
13,D,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space drifted lower by -0.82% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
13,D,3,SBIN,"SBIN (SBI) from the Banking space drifted lower by -1.12% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
13,D,4,RELIANCE,"RELIANCE (Reliance) from the Energy space drifted lower by -0.53% in the midday segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
13,D,5,TCS,"TCS (TCS) from the IT space inched higher by 0.66% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
13,D,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.05% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
13,D,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by 0.05% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
13,D,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space rallied sharply by 2.77% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
13,D,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by 0.09% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
13,D,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.16% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
